playerid,name,mlb,pos,vpos,age,pts,par,base_value,league_value,salary,surplus,arb,keeper_salary,keeper_surplus,keeper_npv,cut_gain,owner
16530,Mauricio Dubón,ATL,2B/SS/3B/OF,OF,31,322.7,-149.1,1,,5.0,-4.0,0,7.0,-6.0,0.0,1.0,Iron 
27684,Michael Massey,KCR,2B,2B,28,223.0,-313.3,1,,,,,,,,,FA
33252,Kyle Karros,COL,3B,3B,23,213.9,-347.1,1,,,,,,,,,FA
17022,Edmundo Sosa,PHI,3B/SS,SS,30,216.3,-344.7,1,,,,,,,,,FA
15878,Miguel Andujar,SDP,3B/OF,OF,31,299.6,-172.2,1,,,,,,,,,FA
9218,Paul Goldschmidt,NYY,1B,1B,38,389.9,-180.1,1,,,,,,,,,FA
28312,Coby Mayo,BAL,1B/3B,3B,24,186.2,-374.8,1,,4.0,-3.0,0,6.0,-5.0,0.0,1.0,Peel A Section
22532,Tyler Freeman,COL,OF,OF,27,299.1,-172.7,1,,,,,,,,,FA
22239,Jeremiah Jackson,BAL,2B/OF,OF,26,185.9,-285.9,1,,,,,,,,,FA
31500,Ryan Ritter,COL,2B/SS,2B,25,213.0,-323.3,1,,,,,,,,,FA
23733,Ezequiel Duran,TEX,1B/2B/SS/3B/OF,OF,27,211.9,-259.9,1,,5.0,-4.0,0,7.0,-6.0,0.0,1.0,Knowznothin
28820,Moisés Ballesteros,LAA,Util,Util,22,311.0,-259.0,1,,,,,,,,,FA
21558,Matt Vierling,DET,OF,OF,29,291.7,-180.1,1,,,,,,,,,FA
19892,Pavin Smith,ARI,1B/OF,OF,30,390.5,-81.3,1,,,,,,,,,FA
31564,Alan Roden,MIN,OF,OF,26,191.4,-280.4,1,,,,,,,,,FA
13590,Jesse Winker,,OF,OF,32,245.0,-226.8,1,,,,,,,,,FA
26540,Angel Martínez,CLE,2B/OF,OF,24,223.9,-247.9,1,,2.0,-1.0,0,4.0,-3.0,0.0,0.0,Bloom's Onions
13770,Rob Refsnyder,,OF,OF,35,203.2,-268.6,1,,,,,,,,,FA
26693,Juan Brito,CIN,2B,2B,24,124.8,-411.5,1,,,,,,,,,FA
9774,Christian Vázquez,HOU,C,C,35,94.7,-358.4,1,,,,,,,,,FA
25332,Endy Rodríguez,PIT,C,C,26,111.0,-344.5,1,,,,,,,,,FA
19296,Alex Call,LAD,OF,OF,31,159.6,-312.2,1,,,,,,,,,FA
12859,James McCann,ARI,C,C,36,165.1,-298.5,1,,,,,,,,,FA
23782,Leo Jiménez,,2B/3B/SS,2B,25,117.6,-418.7,1,,,,,,,,,FA
7802,Miguel Rojas,LAD,SS,SS,37,124.6,-436.4,1,,,,,,,,,FA
18054,Sam Haggerty,,OF,OF,32,206.9,-264.9,1,,,,,,,,,FA
26031,Vaughn Grissom,LAA,1B/2B/SS/3B,2B,25,128.0,-408.3,1,,2.0,-1.0,0,4.0,-3.0,0.0,0.0,Rock the Casasbah
26202,Jake Mangum,PIT,OF,OF,30,253.2,-218.6,1,,,,,,,,,FA
33197,Ben Williamson,TBR,2B/3B,2B,25,195.6,-340.7,1,,,,,,,,,FA
34967,Travis Bazzana,CLE,2B,2B,23,165.9,-370.4,1,,7.0,-6.0,0,9.0,-8.0,0.0,2.0,Knowznothin
22896,Lenyn Sosa,TOR,2B,2B,26,354.7,-181.6,1,,,,,,,,,FA
24589,Richie Palacios,TBR,2B/OF,OF,29,212.6,-259.2,1,,,,,,,,,FA
19896,Connor Wong,BOS,C,C,30,217.4,-253.9,1,,,,,,,,,FA
23691,José Tena,WSN,3B,3B,25,190.2,-370.8,1,,,,,,,,,FA
31665,Alex Freeland,LAD,2B,2B,24,125.1,-411.2,1,,,,,,,,,FA
11442,Gary Sánchez,MIL,C,C,33,156.3,-306.0,1,,,,,,,,,FA
19956,Mickey Moniak,COL,OF,OF,28,472.8,1.0,1,,3.0,-2.0,0,5.0,-4.0,0.0,0.0,Twin Pines 🌲🌲
18900,Leody Taveras,BAL,OF,OF,27,125.3,-346.5,1,,,,,,,,,FA
19363,Austin Hays,SDP,OF,OF,30,369.6,-102.2,1,,,,,,,,,FA
16472,Rhys Hoskins,CLE,1B,1B,33,348.5,-221.5,1,,,,,,,,,FA
26365,Jonny DeLuca,TBR,OF,OF,27,268.5,-203.3,1,,,,,,,,,FA
15271,Austin Wynns,CHC,C,C,35,91.9,-360.8,1,,,,,,,,,FA
22514,Triston Casas,BOS,1B,1B,26,176.7,-393.3,1,,,,,,,,,FA
15161,Mitch Garver,NYY,C,C,35,103.2,-351.2,1,,,,,,,,,FA
24770,James Outman,DET,OF,OF,29,175.1,-296.7,1,,,,,,,,,FA
29766,Zack Gelof,ATH,2B/3B/OF,OF,26,166.2,-305.6,1,,5.0,-4.0,0,7.0,-6.0,0.0,1.0,Iron 
31354,Jimmy Crooks,STL,C,C,24,101.7,-352.5,1,,,,,,,,,FA
20572,Kody Clemens,MIN,1B/2B/OF,OF,30,215.4,-256.4,1,,3.0,-2.0,0,5.0,-4.0,0.0,0.0,Knowznothin
19921,Blake Perkins,CLE,OF,OF,29,147.4,-324.4,1,,,,,,,,,FA
22823,Oswald Peraza,LAA,2B/3B,2B,26,198.3,-338.0,1,,,,,,,,,FA
28080,Jasson Domínguez,NYY,OF,OF,23,115.3,-356.5,1,,3.0,-2.0,0,5.0,-4.0,0.0,0.0,Chin Music Choir
21853,Will Benson,CIN,OF,OF,28,302.0,-169.8,1,,,,,,,,,FA
27630,Nick Loftin,KCR,2B/3B,2B,27,130.8,-405.5,1,,,,,,,,,FA
7739,Travis d'Arnaud,LAA,C,C,37,150.0,-311.3,1,,,,,,,,,FA
21780,Esteury Ruiz,MIA,OF,OF,27,115.4,-356.4,1,,,,,,,,,FA
19566,Nathaniel Lowe,CLE,1B,1B,30,276.7,-293.3,1,,,,,,,,,FA
31837,Masataka Yoshida,BOS,OF,OF,32,204.8,-267.0,1,,,,,,,,,FA
27504,Nick Yorke,PIT,2B/3B,2B,24,138.2,-398.1,1,,,,,,,,,FA
22277,Nick Allen,HOU,SS,SS,27,95.0,-466.0,1,,,,,,,,,FA
31855,Colby Thomas,PHI,OF,OF,25,156.4,-315.4,1,,,,,,,,,FA
15194,Jake Bauers,MIL,1B/OF,OF,30,257.2,-214.6,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,Twin Pines 🌲🌲
22054,Dane Myers,CIN,OF,OF,30,190.3,-281.5,1,,,,,,,,,FA
13185,Orlando Arcia,CIN,SS,SS,31,103.6,-457.4,1,,,,,,,,,FA
35061,Ryan Waldschmidt,ARI,OF,OF,23,107.6,-364.2,1,,2.0,-1.0,0,4.0,-3.0,0.0,0.0,Barreled Souls
9241,Starling Marte,,OF,OF,37,222.3,-249.5,1,,,,,,,,,FA
29547,Ryan Bliss,SEA,2B,2B,26,101.7,-434.6,1,,,,,,,,,FA
16930,Jonah Heim,ATH,C,C,31,95.9,-357.4,1,,,,,,,,,FA
31583,Zach Cole,HOU,OF,OF,25,230.7,-241.1,1,,,,,,,,,FA
13675,Tyrone Taylor,CHC,OF,OF,32,191.4,-280.4,1,,,,,,,,,FA
25180,Daniel Schneemann,CLE,2B/OF,OF,29,151.2,-320.6,1,,,,,,,,,FA
19997,Santiago Espinal,ARI,2B/3B,2B,31,129.6,-406.7,1,,,,,,,,,FA
27482,Robert Hassell III,PIT,OF,OF,24,165.7,-306.1,1,,,,,,,,,FA
24336,Johan Rojas,PHI,OF,OF,25,105.7,-366.1,1,,,,,,,,,FA
23695,Everson Pereira,STL,OF,OF,25,171.1,-300.7,1,,,,,,,,,FA
21797,Andrés Chaparro,WSN,1B,1B,27,245.0,-325.0,1,,,,,,,,,FA
21707,Oswaldo Cabrera,NYY,3B/OF,OF,27,135.4,-336.4,1,,,,,,,,,FA
sa3020134,Jett Williams,MIL,SS,SS,22,101.1,-459.9,1,,,,,,,,,FA
22458,Taylor Walls,TBR,SS,SS,29,165.8,-395.2,1,,,,,,,,,FA
10243,Randal Grichuk,CHW,OF,OF,34,126.0,-345.8,1,,,,,,,,,FA
16512,Isiah Kiner-Falefa,BOS,SS,SS,31,138.9,-422.1,1,,,,,,,,,FA
23698,Ronny Mauricio,NYM,2B/3B,2B,25,119.6,-416.7,1,,,,,,,,,FA
18819,Andy Ibáñez,SEA,2B/3B,2B,33,181.5,-354.8,1,,,,,,,,,FA
16426,Thairo Estrada,,2B,2B,30,111.1,-425.2,1,,,,,,,,,FA
19455,Andruw Monasterio,BOS,2B/3B/SS,2B,29,103.0,-433.3,1,,,,,,,,,FA
18373,Ryan Mountcastle,BAL,1B,1B,29,159.8,-410.2,1,,,,,,,,,FA
18872,Jahmai Jones,BOS,OF,OF,28,146.8,-325.0,1,,,,,,,,,FA
29606,Justyn-Henry Malloy,TBR,OF,OF,26,123.4,-348.4,1,,,,,,,,,FA
12037,Jon Berti,,3B,3B,36,97.9,-463.1,1,,,,,,,,,FA
23917,Jorbit Vivas,WSN,2B/3B,2B,25,142.2,-394.1,1,,,,,,,,,FA
14551,Anthony Santander,TOR,OF,OF,31,152.2,-319.6,1,,2.0,-1.0,0,4.0,-3.0,0.0,0.0,Rock the Casasbah
17982,Ty France,SDP,1B,1B,31,167.6,-402.4,1,,,,,,,,,FA
21842,Carlos Cortes,ATH,OF,OF,29,122.4,-349.4,1,,,,,,,,,FA
12144,Max Kepler,,OF,OF,33,123.0,-348.8,1,,,,,,,,,FA
2396,Carlos Santana,,1B,1B,40,289.6,-280.4,1,,,,,,,,,FA
23359,Nelson Velázquez,HOU,OF,OF,27,128.9,-342.9,1,,,,,,,,,FA
31661,Jacob Melton,TBR,OF,OF,25,124.4,-347.4,1,,,,,,,,,FA
20126,Dylan Carlson,,OF,OF,27,93.8,-378.0,1,,,,,,,,,FA
10231,Jose Iglesias,,SS,SS,36,89.8,-471.2,1,,,,,,,,,FA
29630,Joey Loperfido,HOU,OF,OF,27,315.8,-156.0,1,,,,,,,,,FA
29571,Tim Tawa,ARI,1B/OF,OF,27,103.5,-368.3,1,,,,,,,,,FA
10472,Enrique Hernández,LAD,OF,OF,34,120.7,-351.1,1,,,,,,,,,FA
11850,Tyler Austin,CHC,1B,1B,34,143.1,-426.9,1,,,,,,,,,FA
16947,Derek Hill,PHI,OF,OF,30,92.9,-378.9,1,,,,,,,,,FA
2967,Tommy Pham,CHW,OF,OF,38,157.1,-314.7,1,,,,,,,,,FA
19877,Tristan Gray,MIN,3B/SS,SS,30,121.4,-439.6,1,,,,,,,,,FA
31792,Otto Kemp,PHI,3B/OF,OF,26,171.7,-300.1,1,,,,,,,,,FA
31562,Zach Dezenzo,HOU,OF,OF,26,98.9,-372.9,1,,,,,,,,,FA
17273,Jorge Mateo,TBR,SS,SS,31,125.4,-435.6,1,,,,,,,,,FA
16376,Michael Conforto,CHC,OF,OF,33,123.4,-348.4,1,,,,,,,,,FA
11737,Nick Castellanos,,3B/OF,OF,34,376.3,-95.5,1,,,,,,,,,FA
31396,Tyler Locklear,ARI,1B,1B,25,148.5,-421.5,1,,,,,,,,,FA
21496,Brandon Lockridge,MIL,OF,OF,29,121.4,-350.4,1,,,,,,,,,FA
23395,Eric Wagaman,NYM,1B,1B,28,127.0,-443.0,1,,,,,,,,,FA
24934,David Fry,CLE,OF,OF,30,180.6,-291.2,1,,,,,,,,,FA
16153,Austin Slater,TBR,OF,OF,33,107.5,-364.3,1,,,,,,,,,FA
25660,Will Brennan,SFG,OF,OF,28,118.8,-353.0,1,,,,,,,,,FA
9847,Andrew McCutchen,,OF,OF,39,189.0,-282.8,1,,,,,,,,,FA
29539,Abimelec Ortiz,WSN,1B/OF,OF,24,172.7,-299.1,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,The Northsiders
29554,Adrian Del Castillo,ARI,C,C,26,132.7,-326.1,1,,,,,,,,,FA
33390,Bryce Eldridge,SFG,1B,1B,21,251.0,-319.0,1,,6.0,-5.0,0,8.0,-7.0,0.0,2.0,Knowznothin
21626,Griffin Conine,MIA,1B/OF,OF,28,302.0,-169.8,1,,3.0,-2.0,0,5.0,-4.0,0.0,0.0,Peel A Section
17620,Myles Straw,TOR,OF,OF,31,119.0,-352.8,1,,,,,,,,,FA
20002,Bryce Johnson,SDP,OF,OF,30,107.7,-364.1,1,,,,,,,,,FA
26284,John Rave,KCR,OF,OF,28,104.0,-367.8,1,,,,,,,,,FA
24878,Heriberto Hernández,MIA,OF,OF,26,261.3,-210.5,1,,2.0,-1.0,0,4.0,-3.0,0.0,0.0,Seiya Prayer For My Team
18217,Brett Sullivan,COL,C,C,32,103.5,-350.9,1,,,,,,,,,FA
25779,Tyler Tolbert,KCR,OF,OF,28,108.2,-363.6,1,,,,,,,,,FA
27770,Zac Veen,COL,OF,OF,24,116.3,-355.5,1,,5.0,-4.0,0,7.0,-6.0,0.0,1.0,The Northsiders
19346,Eli White,BOS,OF,OF,32,110.9,-360.9,1,,,,,,,,,FA
5827,Wilmer Flores,,1B,1B,34,134.7,-435.3,1,,,,,,,,,FA
27690,Joey Wiemer,CHW,OF,OF,27,116.1,-355.7,1,,,,,,,,,FA
15223,Adam Frazier,LAA,2B,2B,34,140.6,-395.7,1,,,,,,,,,FA
13757,Chris Taylor,,OF,OF,35,83.0,-388.8,1,,,,,,,,,FA
28142,Jhostynxon Garcia,PIT,OF,OF,23,132.5,-339.3,1,,,,,,,,,FA
25714,Blaine Crim,,1B,1B,29,160.4,-409.6,1,,,,,,,,,FA
22165,Ryan Vilade,TBR,OF,OF,27,152.7,-319.1,1,,,,,,,,,FA
29524,Bryce Teodosio,LAA,OF,OF,27,152.9,-318.9,1,,,,,,,,,FA
21871,Jerar Encarnacion,SFG,OF,OF,28,130.6,-341.2,1,,,,,,,,,FA
35423,Braden Montgomery,CHW,OF,OF,23,92.7,-379.1,1,,3.0,-2.0,0,5.0,-4.0,0.0,0.0,Barreled Souls
26143,Troy Johnston,COL,OF,OF,29,165.3,-306.5,1,,,,,,,,,FA
29805,TJ Rumfield,COL,1B,1B,26,327.5,-242.5,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,Knowznothin
13621,Jeimer Candelario,LAA,3B,3B,32,145.9,-415.1,1,,,,,,,,,FA
27969,Deyvison De Los Santos,MIA,1B,1B,23,105.2,-464.8,1,,,,,,,,,FA
sa3025257,Charlie Condon,COL,1B/OF,OF,23,123.2,-348.6,1,,3.0,-2.0,0,4.0,-3.0,0.0,0.0,Chin Music Choir
15653,Dominic Smith,ATL,1B,1B,31,166.2,-403.8,1,,,,,,,,,FA
35333,Chase Burns,CIN,SP,SP,23,530.8,-22.1,1,,10.0,-9.0,0,12.0,-11.0,0.0,4.0,Peel A Section
24492,Grayson Rodriguez,LAA,SP,SP,26,537.1,-16.0,1,,4.0,-3.0,0,6.0,-5.0,0.0,1.0,Providence Grays
19427,Shane Bieber,TOR,SP,SP,31,553.5,0.0,1,,,,,,,,,FA
13361,Steven Matz,TBR,SP,SP,35,550.2,-3.2,1,,,,,,,,,FA
21844,Braxton Garrett,CHC,SP,SP,28,492.4,-59.6,1,,,,,,,,,FA
17677,Jeffrey Springs,ATH,SP,SP,33,554.0,0.5,1,,,,,,,,,FA
27863,Jared Jones,PIT,SP,SP,24,486.7,-65.1,1,,10.0,-9.0,0,12.0,-11.0,0.0,4.0,Seiya Prayer For My Team
8700,Justin Verlander,DET,SP,SP,43,520.7,-32.0,1,,,,,,,,,FA
22182,Hunter Greene,CIN,SP,SP,26,371.3,-177.6,1,,,,,,,,,FA
31843,Kumar Rocker,TEX,SP,SP,26,540.0,-13.2,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,Seiya Prayer For My Team
20387,Anthony Kay,CHW,SP,SP,31,518.8,-33.8,1,,3.0,-2.0,0,5.0,-4.0,0.0,0.0,Chin Music Choir
32095,Cam Schlittler,NYY,SP,SP,25,511.4,-41.0,1,,5.0,-4.0,0,7.0,-6.0,0.0,1.0,Bloom's Onions
30146,Jack Leiter,TEX,SP,SP,26,550.2,-3.2,1,,5.0,-4.0,0,7.0,-6.0,0.0,1.0,Iron 
30184,Noah Cameron,KCR,SP,SP,26,532.6,-20.4,1,,3.0,-2.0,0,5.0,-4.0,0.0,0.0,Barreled Souls
13164,Eduardo Rodriguez,ARI,SP,SP,33,513.8,-38.7,1,,4.0,-3.0,0,6.0,-5.0,0.0,1.0,Chin Music Choir
16256,Kyle Freeland,COL,SP,SP,33,486.6,-65.2,1,,,,,,,,,FA
35323,Roki Sasaki,LAD,SP,SP,24,476.5,-75.1,1,,9.0,-8.0,0,11.0,-10.0,0.0,3.0,Barreled Souls
15823,Zack Littell,,SP,SP,30,505.1,-47.2,1,,,,,,,,,FA
31827,Zebby Matthews,MIN,SP,SP,26,439.7,-111.0,1,,4.0,-3.0,0,6.0,-5.0,0.0,1.0,Seiya Prayer For My Team
24494,Simeon Woods Richardson,SEA,SP,SP,25,538.0,-15.1,1,,,,,,,,,FA
11674,Jameson Taillon,TOR,SP,SP,34,502.2,-50.0,1,,,,,,,,,FA
25098,Jacob Lopez,ATH,SP,SP,28,458.9,-92.2,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,Peel A Section
31986,Parker Messick,CLE,SP,SP,25,530.2,-22.7,1,,3.0,-2.0,0,5.0,-4.0,0.0,0.0,Rock the Casasbah
30182,Will Warren,NYY,SP,SP,27,550.0,-3.4,1,,3.0,-2.0,0,5.0,-4.0,0.0,0.0,Chin Music Choir
23796,Ryan Weathers,NYY,SP,SP,26,516.5,-36.1,1,,7.0,-6.0,0,9.0,-8.0,0.0,2.0,Sweet Spot
29837,Bryce Miller,SEA,SP,SP,27,536.2,-16.9,1,,13.0,-12.0,0,15.0,-14.0,0.0,5.0,Iron 
31846,Spencer Schwellenbach,ATL,SP,SP,26,356.3,-192.3,1,,18.0,-17.0,0,20.0,-19.0,0.0,8.0,Barreled Souls
12730,Nick Martinez,TBR,SP,SP,35,514.3,-38.2,1,,3.0,-2.0,0,5.0,-4.0,0.0,0.0,Peel A Section
30113,Chad Patrick,MIL,SP,SP,27,517.3,-35.3,1,,4.0,-3.0,0,6.0,-5.0,0.0,1.0,Rock the Casasbah
29869,Michael McGreevy,STL,SP,SP,25,507.8,-44.6,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,The Northsiders
21448,Davis Martin,CHW,SP,SP,29,506.2,-46.1,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,The Northsiders
3137,Max Scherzer,TOR,SP,SP,41,463.8,-87.5,1,,,,,,,,,FA
17312,Justin Steele,CHC,SP,SP,30,368.4,-180.5,1,,6.0,-5.0,0,8.0,-7.0,0.0,2.0,Seiya Prayer For My Team
26108,Andre Pallante,STL,SP,SP,27,485.5,-66.3,1,,,,,,,,,FA
19479,Aaron Civale,CHC,SP,SP,31,448.2,-102.7,1,,,,,,,,,FA
25977,Quinn Priester,MIL,SP,SP,25,436.6,-114.0,1,,,,,,,,,FA
33666,Connelly Early,WSN,SP,SP,24,351.4,-197.0,1,,11.0,-10.0,0,13.0,-12.0,0.0,4.0,Knowznothin
31893,Robby Snelling,MIA,SP,SP,22,395.6,-154.0,1,,12.0,-11.0,0,14.0,-13.0,0.0,5.0,Barreled Souls
31872,Cade Horton,CHC,SP,SP,24,495.7,-56.4,1,,4.0,-3.0,0,6.0,-5.0,0.0,1.0,Iron 
14120,Lance McCullers Jr.,,SP,SP,32,451.9,-99.1,1,,,,,,,,,FA
31475,Logan Henderson,MIL,SP,SP,24,387.8,-161.6,1,,7.0,-6.0,0,9.0,-8.0,0.0,2.0,Iron 
20099,Chris Paddack,TEX,SP,SP,30,470.0,-81.4,1,,,,,,,,,FA
33876,Rhett Lowder,CIN,SP,SP,24,428.3,-122.1,1,,7.0,-6.0,0,9.0,-8.0,0.0,2.0,Chin Music Choir
27500,Slade Cecconi,CLE,SP,SP,27,535.6,-17.5,1,,,,,,,,,FA
9803,Miles Mikolas,,SP,SP,37,447.5,-103.3,1,,,,,,,,,FA
22487,Johan Oviedo,BOS,SP,SP,28,410.7,-139.2,1,,,,,,,,,FA
30076,Landen Roupp,SFG,SP,SP,27,536.5,-16.6,1,,5.0,-4.0,0,7.0,-6.0,0.0,1.0,Knowznothin
27889,J.T. Ginn,ATH,SP,SP,27,365.6,-183.2,1,,6.0,-5.0,0,8.0,-7.0,0.0,2.0,Chin Music Choir
19447,Patrick Sandoval,BOS,SP,SP,29,378.1,-171.0,1,,,,,,,,,FA
12718,Adrian Houser,SFG,SP,SP,33,513.9,-38.6,1,,,,,,,,,FA
14843,Michael Lorenzen,TOR,SP,SP,34,419.9,-130.3,1,,,,,,,,,FA
27932,Ian Seymour,TBR,SP,SP,27,457.0,-94.1,1,,4.0,-3.0,0,6.0,-5.0,0.0,1.0,Peel A Section
14168,José Berríos,TOR,SP,SP,32,458.1,-93.0,1,,,,,,,,,FA
27572,Carmen Mlodzinski,PIT,SP,SP,27,457.8,-93.3,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,Rock the Casasbah
29608,Joe Boyle,TBR,SP,SP,26,399.2,-150.4,1,,,,,,,,,FA
11423,Jose Quintana,COL,SP,SP,37,376.3,-172.8,1,,,,,,,,,FA
32227,Luis Morales,ATH,SP,SP,23,424.6,-125.7,1,,,,,,,,,FA
27758,Kyle Harrison,MIL,SP,SP,24,440.4,-110.3,1,,8.0,-7.0,0,10.0,-9.0,0.0,3.0,Barreled Souls
18383,Michael Soroka,ARI,SP,SP,28,465.6,-85.7,1,,8.0,-7.0,0,10.0,-9.0,0.0,3.0,Iron 
33174,Hunter Barco,PIT,SP,SP,25,370.5,-178.4,1,,,,,,,,,FA
27779,Bryce Elder,ATL,SP,SP,27,409.7,-140.2,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,Peel A Section
15474,Lucas Giolito,SDP,SP,SP,31,426.8,-123.5,1,,,,,,,,,FA
33850,Brandon Sproat,MIL,SP,SP,25,361.1,-187.6,1,,,,,,,,,FA
21446,Ryan Feltner,COL,SP,SP,29,361.3,-187.4,1,,,,,,,,,FA
29878,Sean Burke,CHW,SP,SP,26,452.9,-98.1,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,Twin Pines 🌲🌲
19350,Dean Kremer,MIN,SP,SP,30,412.8,-137.2,1,,,,,,,,,FA
17606,Cristian Javier,HOU,SP,SP,29,484.7,-67.1,1,,,,,,,,,FA
29914,Andrew Alvarez,WSN,SP,SP,27,333.7,-214.3,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,Twin Pines 🌲🌲
35325,Ryan Johnson,LAA,SP,SP,23,263.2,-283.0,1,,,,,,,,,FA
27589,Logan Allen,CLE,SP,SP,27,386.0,-163.3,1,,,,,,,,,FA
27756,Mick Abel,MIN,SP,SP,24,483.0,-68.7,1,,,,,,,,,FA
35321,Tomoyuki Sugano,COL,SP,SP,36,278.3,-268.3,1,,,,,,,,,FA
21504,Jake Irvin,WSN,SP,SP,29,434.7,-115.8,1,,,,,,,,,FA
30056,David Festa,MIN,SP,SP,26,256.9,-289.2,1,,,,,,,,,FA
29812,Robert Gasser,MIL,SP,SP,27,302.2,-245.0,1,,,,,,,,,FA
15507,Hunter Harvey,CHC,RP,RP,31,342.9,-6.7,1,,,,,,,,,FA
19867,Griffin Canning,SDP,SP,SP,30,406.6,-143.2,1,,,,,,,,,FA
11847,Chris Martin,,RP,RP,40,351.6,0.2,1,,,,,,,,,FA
30091,Andrew Painter,PHI,SP,SP,23,400.2,-149.5,1,,6.0,-5.0,0,8.0,-7.0,0.0,2.0,Chin Music Choir
21052,Luis Gil,NYY,SP,SP,28,353.4,-195.1,1,,,,,,,,,FA
23301,Janson Junk,MIA,SP,SP,30,339.9,-208.3,1,,6.0,-5.0,0,8.0,-7.0,0.0,2.0,Barreled Souls
24621,Ryan Weiss,HOU,SP,SP,29,339.7,-208.5,1,,,,,,,,,FA
15038,Germán Márquez,MIN,SP,SP,31,355.6,-193.0,1,,,,,,,,,FA
19361,Corbin Burnes,ARI,SP,SP,31,175.4,-368.6,1,,7.0,-6.0,0,9.0,-8.0,0.0,2.0,Rock the Casasbah
24763,Kyle Leahy,STL,SP,SP,29,433.7,-116.8,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,Twin Pines 🌲🌲
31776,Orion Kerkering,PHI,RP,RP,25,292.2,-47.0,1,,,,,,,,,FA
21487,Stephen Kolek,KCR,SP,SP,29,279.0,-267.6,1,,,,,,,,,FA
33527,Hurston Waldrep,ATL,SP,SP,24,240.1,-305.6,1,,,,,,,,,FA
33482,Chase Dollander,COL,SP,SP,24,372.3,-176.7,1,,,,,,,,,FA
30160,Richard Fitts,STL,SP,SP,26,457.1,-94.0,1,,,,,,,,,FA
35418,Gage Jump,ATH,SP,SP,23,191.0,-353.4,1,,6.0,-5.0,0,8.0,-7.0,0.0,2.0,Seiya Prayer For My Team
25007,Alex Vesia,LAD,RP,RP,30,353.3,1.5,1,,3.0,-2.0,0,5.0,-4.0,0.0,0.0,Barreled Souls
25463,Brandon Williamson,CIN,SP,SP,28,309.2,-238.2,1,,,,,,,,,FA
16258,Aaron Bummer,,RP,RP,32,328.5,-18.2,1,,,,,,,,,FA
31730,Jonathan Cannon,CHW,SP,SP,25,334.0,-214.0,1,,,,,,,,,FA
17425,Erick Fedde,CHW,SP,SP,33,325.1,-222.7,1,,,,,,,,,FA
27514,Kyle Hurt,LAD,RP,RP,28,225.3,-100.1,1,,,,,,,,,FA
20531,Kutter Crawford,BOS,RP,RP,30,258.9,-73.4,1,,,,,,,,,FA
17170,Gabe Speier,SEA,RP,RP,31,347.6,-3.0,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,The Northsiders
21306,Jacob Latz,TEX,SP,SP,30,333.2,-214.8,1,,4.0,-3.0,0,6.0,-5.0,0.0,1.0,Chin Music Choir
15551,Mark Leiter Jr.,ATH,RP,RP,35,351.4,0.0,1,,,,,,,,,FA
30240,Hunter Dobbins,STL,SP,SP,26,304.2,-243.1,1,,,,,,,,,FA
31857,Connor Prielipp,MIN,RP,RP,25,256.7,-75.2,1,,5.0,-4.0,0,7.0,-6.0,0.0,1.0,Twin Pines 🌲🌲
9323,Patrick Corbin,TOR,SP,SP,36,215.3,-329.7,1,,,,,,,,,FA
11426,Drew Pomeranz,,RP,RP,37,310.3,-32.6,1,,,,,,,,,FA
19343,A.J. Puk,ARI,RP,RP,31,252.0,-78.9,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,Providence Grays
24719,Randy Vásquez,SDP,SP,SP,27,400.2,-149.5,1,,5.0,-4.0,0,7.0,-6.0,0.0,1.0,Twin Pines 🌲🌲
27597,Cody Bradford,TEX,SP,SP,28,269.5,-276.9,1,,,,,,,,,FA
12572,Blake Treinen,LAD,RP,RP,38,290.7,-48.2,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,Sweet Spot
25942,Andrew Nardi,MIA,RP,RP,27,336.9,-11.5,1,,,,,,,,,FA
14739,Paul Blackburn,NYY,RP,RP,32,297.8,-42.6,1,,,,,,,,,FA
29921,Spencer Arrighetti,TOR,SP,SP,26,313.1,-234.4,1,,7.0,-6.0,0,9.0,-8.0,0.0,2.0,Barreled Souls
31461,Ben Joyce,LAA,RP,RP,25,341.3,-8.0,1,,7.0,-6.0,0,9.0,-8.0,0.0,2.0,Chin Music Choir
11861,Jason Adam,SDP,RP,RP,34,351.1,-0.2,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,Twin Pines 🌲🌲
16727,Brock Stewart,LAD,RP,RP,34,197.7,-122.0,1,,,,,,,,,FA
12317,Colin Rea,CHC,SP,SP,35,308.5,-238.9,1,,,,,,,,,FA
